id,name,status,category,launch_date,deadline,goal,pledged,currency,total_backers,reward_amount,reward_title,reward_description,reward_backers
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,5,The Insider Track,,166
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,25,The Audiobook!,,56
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,40,Early-Intermediate Speaker,,1547
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,75,Fluent in a Level 1 Language,,1379
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,120,Fluent in a Level 2 Language,,464
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,240,The Polyglot Pack,,258
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,240,Fluent in any language,,237
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,800,The Hyperglot,,124
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,800,The Hyperglot (Webinar Edition),,136
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,1400,Double Hyperglot!,,13
1089972264,"Fluent Forever, The App: Learn to *Think* in Any Language",successful,Apps,2017-09-19 14:45:26,2017-10-19 14:45:26,250000.0,587785.0,USD,4434,1400,Double Hyperglot (Webinar Edition),,5
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,25,Flag,,1750
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,49,Flag + $25 upgrades," Plus $25 of enlargements, extra prints and shipping upgrades.",354
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,49,Earlybird special!," Plus $25 of enlargements, extra prints and shipping upgrades and lifetime Flagship membership for unlimited laser cut borders and frames.",1499
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,59,Late-sleeper special!, Plus lifetime Flagship membership for unlimited laser cut borders and frames.,677
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,99,Flag + $100 upgrades," Plus $100 of enlargements, extra prints and shipping upgrades and lifetime Flagship membership for unlimited laser cut borders and frames.",532
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,99,Flag + 100 ads, 20 of your photos a month printed and mailed to for free. We ship worldwide and will keep sending a free pack each month for as long as you keep sending us orders. Lifetime Flagship membership for unlimited laser cut borders and frames.,44
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,99,Flagship membership × 2," 20 of photos a month printed and mailed for free plus the same service for a friend. We ship worldwide and will keep sending a free pack each month for as long as you keep sending us orders. Plus lifetime Flagship membership for unlimited laser cut borders and frames for you and a friend. One pledge, you and someone you care about can both get Flag.",72
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,189,Flagship membership × 4," 20 of photos a month printed and mailed for free plus the same service for 3 friends. We ship worldwide and will keep sending a free pack each month for as long as you keep sending us orders. Plus lifetime Flagship membership for unlimited laser cut borders and frames for you and 3 friends. One pledge, you and 3 people you care about can all get Flag.",15
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,199,Unlimited 8x10s, Plus lifetime Flagship membership for unlimited laser cut borders and frames. Plus up to 20 5×7 or 8×10 enlargements.,103
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,999,"Flag + 1,333 ads", 20 of your photos a month printed and mailed to for free. We ship worldwide and will keep sending a free pack each month for as long as you keep sending us orders. Lifetime Flagship membership for unlimited laser cut borders and frames.,0
36509870,Flag・free photo prints - forever!,successful,Apps,2016-09-14 14:00:29,2016-10-28 10:43:00,10000.0,331949.01,USD,5120,4999,"Flag + 10,000 ads", 20 of your photos a month printed and mailed to for free. We ship worldwide and will keep sending a free pack each month for as long as you keep sending us orders. Lifetime Flagship membership for unlimited laser cut borders and frames.,0
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,10,,,67
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,25,,,251
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,60,,,50
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,75,,,1299
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,100,,,245
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,129,,,89
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,150,,,37
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,179,,,56
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,500,,,24
572359083,Devslopes - ANYONE Can Learn to Code,successful,Apps,2016-04-19 07:00:15,2016-05-19 07:00:15,39500.0,192056.42,USD,2149,1500,,,8
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,5,Your Name on Dwell Donor Wall + Goodies,,21
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,15,Special: 1-Year of Dwell Unlimited,,230
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,17,Early-Bird: 1-Year of Dwell Unlimited,,122
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,17,Early-Bird (Android): - 1 Yr of Dwell,,50
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,20,1-Year of Dwell Unlimited,,477
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,20,"Buy One, Give One Free (1 Yr of Dwell)",,271
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,34,Early-Bird: (2X) 1-Yr of Dwell Unlimited,,49
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,34,2x One Year of Dwell Unlimited,,18
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,40,(2 Pack) 1-Year of Dwell Unlimited,,62
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,50,1-Year of Dwell Unlimited + Soft Tee,,37
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,68,(4x)Early-Bird: 1-Yr of Dwell Unlimited,,5
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,75,Special: Dwell Unlimited for LIFE,,39
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,80,(4 Pack) 1 Year of Dwell Unlimited,,4
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,87,Early-Bird: Lifetime Dwell Unlimited,,119
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,87,Lifetime to Dwell Unlimited (No Tee),,211
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,87,Early-Bird (Android): Lifetime to Dwell,,45
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,87,"Buy One, Give One Free (Lifetime)",,267
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,99,Lifetime Access to Dwell Unlimited + Tee,,138
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,100,"Buy One, Give Ten (1-Year)",,12
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,150,3 Dwell Lifetime Subscriptions,,1
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,174,2x Lifetime Dwell Unlimited (no tee),,19
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,199,2x Lifetime Dwell Unlimited + 2 Tees,,24
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,399,4x Lifetime Dwell Unlimited + 4 Tees,,6
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,400,"Buy One, Give Ten (lifetime)",,8
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,1000,Live Show + 4x Lifetime Access to Dwell,,3
1442022498,Dwell Scripture Listening App,successful,Apps,2018-01-09 18:09:39,2018-02-08 18:09:39,50000.0,128859.0,USD,2262,5000,"Spend Day w/ Team + Live Show, etc.",,1
185703695,The Disaster Prediction App,successful,Apps,2016-02-17 19:52:44,2016-03-09 19:52:44,35000.0,119910.44,USD,2208,25,,,1767
185703695,The Disaster Prediction App,successful,Apps,2016-02-17 19:52:44,2016-03-09 19:52:44,35000.0,119910.44,USD,2208,150,,,148
185703695,The Disaster Prediction App,successful,Apps,2016-02-17 19:52:44,2016-03-09 19:52:44,35000.0,119910.44,USD,2208,300,,,70
185703695,The Disaster Prediction App,successful,Apps,2016-02-17 19:52:44,2016-03-09 19:52:44,35000.0,119910.44,USD,2208,600,,,23
1153233190,Social Media is broken. Kohort is here to fix it.,successful,Apps,2018-12-10 18:07:11,2019-01-16 09:03:00,100000.0,110673.0,USD,323,1,Kohort Ambassador, Thank you.,87
1153233190,Social Media is broken. Kohort is here to fix it.,successful,Apps,2018-12-10 18:07:11,2019-01-16 09:03:00,100000.0,110673.0,USD,323,10,Kohort Hero, We'll also include you on the Kohort supporter wall in the app forever. You rock.,80
1153233190,Social Media is broken. Kohort is here to fix it.,successful,Apps,2018-12-10 18:07:11,2019-01-16 09:03:00,100000.0,110673.0,USD,323,50,Kohort Digital Dreamers, You'll also get early access and listed on our supporter wall.,65
1153233190,Social Media is broken. Kohort is here to fix it.,successful,Apps,2018-12-10 18:07:11,2019-01-16 09:03:00,100000.0,110673.0,USD,323,100,Kohort Virtual Vanguard,,33
1153233190,Social Media is broken. Kohort is here to fix it.,successful,Apps,2018-12-10 18:07:11,2019-01-16 09:03:00,100000.0,110673.0,USD,323,250,Kohort Cool Cousin,,11
1153233190,Social Media is broken. Kohort is here to fix it.,successful,Apps,2018-12-10 18:07:11,2019-01-16 09:03:00,100000.0,110673.0,USD,323,500,Kohort Launch Partner,,7
